updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Total,,,,,R,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,619,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Over Votes,,,,,R,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,0,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Under Votes,,,,,R,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,596,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Write-In,,,,,R,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,23,,,,True,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Total,,,,,D,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,410,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Over Votes,,,,,D,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,0,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Under Votes,,,,,D,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,46,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Write-In,,,,,D,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,1,,,,True,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,100,Charles Isenhart,,,,,D,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,363,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,99,Total,,,,,R,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,1035,,,,,2012
2015-12-28 20:49:53.444000,ia-2012-06-05-primary,2012-06-05 00:00:00,2012-06-05 00:00:00,primary,certified,False,State Representative,99,Over Votes,,,,,R,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,0,,,,,2012
