updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Totals,,,,,,Iowa,ocd-division/country:us/state:ia,1315563,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Scattering,,,,,,Iowa,ocd-division/country:us/state:ia,1168,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Gore / Lieberman,,,,,Democratic,Iowa,ocd-division/country:us/state:ia,638517,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Bush / Cheney,,,,,Republican,Iowa,ocd-division/country:us/state:ia,634373,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Browne / Olivier,,,,,Libertarian Party of Iowa,Iowa,ocd-division/country:us/state:ia,3209,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Nader / Laduke,,,,,Iowa Green Party,Iowa,ocd-division/country:us/state:ia,29374,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Buchanan / Foster,,,,,Reform Party,Iowa,ocd-division/country:us/state:ia,5731,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Harris / Trowe,,,,,Socialist Workers,Iowa,ocd-division/country:us/state:ia,190,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Phillips / Frazier,,,,,Constitution,Iowa,ocd-division/country:us/state:ia,613,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,McReynolds / Hollis,,,,,Socialist Party USA,Iowa,ocd-division/country:us/state:ia,107,,,,,2000
2014-11-09 11:02:47.757000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,President,,Hagelin / Goldhaber,,,,,Nominated by Petition,Iowa,ocd-division/country:us/state:ia,2281,,,,,2000
2014-11-09 11:02:50.180000,ia-2000-11-07-general,2000-11-07 00:00:00,2000-11-07 00:00:00,general,certified,False,U.S. House of Representatives,1,Bob Simpson,,,,,Democratic,Iowa,ocd-division/country:us/state:ia,96283,,,,,2000
